"No.","Time","Source","Destination","Protocol","Length","Info"
"45","21.504224402","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=236/60416, ttl=64 (reply in 46)"
"46","21.504281468","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=236/60416, ttl=64 (request in 45)"
"47","22.528007694","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=237/60672, ttl=64 (reply in 48)"
"48","22.528081590","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=237/60672, ttl=64 (request in 47)"
"49","23.556281028","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=238/60928, ttl=64 (reply in 50)"
"50","23.556338975","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=238/60928, ttl=64 (request in 49)"
"51","24.576316942","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=239/61184, ttl=64 (reply in 52)"
"52","24.576402870","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=239/61184, ttl=64 (request in 51)"
"53","25.600176291","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=240/61440, ttl=64 (reply in 54)"
"54","25.600248404","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=240/61440, ttl=64 (request in 53)"
"55","26.624228664","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=241/61696, ttl=64 (reply in 56)"
"56","26.624287963","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=241/61696, ttl=64 (request in 55)"
"57","27.648135748","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=242/61952, ttl=64 (reply in 58)"
"58","27.648177285","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=242/61952, ttl=64 (request in 57)"
"59","28.672000100","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=243/62208, ttl=64 (reply in 60)"
"60","28.672043090","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=243/62208, ttl=64 (request in 59)"
"61","29.696220496","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=244/62464, ttl=64 (reply in 62)"
"62","29.696283712","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=244/62464, ttl=64 (request in 61)"
"63","30.720158015","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=245/62720, ttl=64 (reply in 64)"
"64","30.720226963","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=245/62720, ttl=64 (request in 63)"
"65","31.744227368","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=246/62976, ttl=64 (reply in 66)"
"66","31.744308027","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=246/62976, ttl=64 (request in 65)"
"67","32.768212936","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=247/63232, ttl=64 (reply in 68)"
"68","32.768273578","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=247/63232, ttl=64 (request in 67)"
"69","33.792234200","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=248/63488, ttl=64 (reply in 70)"
"70","33.792293629","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=248/63488, ttl=64 (request in 69)"
