"No.","Time","Source","Destination","Protocol","Length","Info"
"109","12.509852829","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=578/16898, ttl=64 (reply in 110)"
"110","12.509936446","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=578/16898, ttl=64 (request in 109)"
"111","13.269329771","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"112","13.462545231","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"113","13.501528343","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=24/6144, ttl=64 (no response found!)"
"114","13.501590009","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=24/6144, ttl=63 (reply in 115)"
"115","13.501617420","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=24/6144, ttl=64 (request in 114)"
"116","13.501632829","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=24/6144, ttl=63"
"117","13.533681616","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=579/17154, ttl=64 (reply in 118)"
"118","13.533776243","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=579/17154, ttl=64 (request in 117)"
"119","14.001740086","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.3 is at 02:42:c7:f2:77:18"
"120","14.465695797","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.2 is at 02:42:c7:f2:77:18"
"121","14.525721748","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=25/6400, ttl=64 (no response found!)"
"122","14.525795136","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=25/6400, ttl=63 (reply in 123)"
"123","14.525851401","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=25/6400, ttl=64 (request in 122)"
"124","14.525874545","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=25/6400, ttl=63"
"125","14.557740509","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=580/17410, ttl=64 (reply in 126)"
"126","14.557804909","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=580/17410, ttl=64 (request in 125)"
"127","15.269808581","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"128","15.462992877","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"129","15.549730568","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=26/6656, ttl=64 (no response found!)"
"130","15.549793977","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=26/6656, ttl=63 (reply in 131)"
"131","15.549823412","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=26/6656, ttl=64 (request in 130)"
"132","15.549840885","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=26/6656, ttl=63"
"133","15.581532816","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=581/17666, ttl=64 (reply in 134)"
"134","15.581579844","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=581/17666, ttl=64 (request in 133)"
"135","16.001942955","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.3 is at 02:42:c7:f2:77:18"
"136","16.465942013","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.2 is at 02:42:c7:f2:77:18"
"137","16.573633998","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=27/6912, ttl=64 (no response found!)"
"138","16.573678101","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=27/6912, ttl=63 (reply in 139)"
"139","16.573730469","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=27/6912, ttl=64 (request in 138)"
"140","16.573745838","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=27/6912, ttl=63"
"141","16.605722062","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=582/17922, ttl=64 (reply in 142)"
"142","16.605806551","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=582/17922, ttl=64 (request in 141)"
"143","17.270385029","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"144","17.463221017","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"145","17.597539740","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=28/7168, ttl=64 (no response found!)"
"146","17.597606976","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=28/7168, ttl=63 (reply in 147)"
"147","17.597635018","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=28/7168, ttl=64 (request in 146)"
"148","17.597650628","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=28/7168, ttl=63"
"149","17.629555739","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=583/18178, ttl=64 (reply in 150)"
"150","17.629691985","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=583/18178, ttl=64 (request in 149)"
"151","18.002164856","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.3 is at 02:42:c7:f2:77:18"
"152","18.466164514","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.2 is at 02:42:c7:f2:77:18"
"153","18.621779264","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=29/7424, ttl=64 (no response found!)"
"154","18.621849386","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=29/7424, ttl=63 (reply in 155)"
"155","18.621877088","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=29/7424, ttl=64 (request in 154)"
"156","18.621892747","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=29/7424, ttl=63"
"157","18.653666795","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=584/18434, ttl=64 (reply in 158)"
"158","18.653734732","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=584/18434, ttl=64 (request in 157)"
"159","19.270777427","02:42:c7:f2:77:18","02:42:ac:11:00:02","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.2 detected!)"
"160","19.463614802","02:42:c7:f2:77:18","02:42:ac:11:00:03","ARP","42","172.17.0.4 is at 02:42:c7:f2:77:18 (duplicate use of 172.17.0.3 detected!)"
"161","19.645765701","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=30/7680, ttl=64 (no response found!)"
"162","19.645826455","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=30/7680, ttl=63 (reply in 163)"
"163","19.645856552","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=30/7680, ttl=64 (request in 162)"
"164","19.645873954","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=30/7680, ttl=63"
"165","19.677761216","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=585/18690, ttl=64 (reply in 166)"
"166","19.677860201","172.17.0.2","172.17.0.3","ICMP","98","Echo (ping) reply    id=0x0005, seq=585/18690, ttl=64 (request in 165)"
"167","20.002368492","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.3 is at 02:42:c7:f2:77:18"
"168","20.466685396","02:42:c7:f2:77:18","02:42:ac:11:00:04","ARP","42","172.17.0.2 is at 02:42:c7:f2:77:18"
"169","20.669665232","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=31/7936, ttl=64 (no response found!)"
"170","20.669760170","172.17.0.4","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0007, seq=31/7936, ttl=63 (reply in 171)"
"171","20.669788173","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=31/7936, ttl=64 (request in 170)"
"172","20.669803492","172.17.0.2","172.17.0.4","ICMP","98","Echo (ping) reply    id=0x0007, seq=31/7936, ttl=63"
"173","20.701705964","172.17.0.3","172.17.0.2","ICMP","98","Echo (ping) request  id=0x0005, seq=586/18946, ttl=64 (reply in 174)"
